retailer,retailer_id,invoice_date,region,state,city,product,price_per_unit,units_sold,total_sales,operating_profit,sales_method,unique_transaction_key
West Gear,1185732,2021-12-02,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,45.0,87,392,172,Online,1185732_2021-12-02_Women's Street Footwear_Online_Milwaukee_87_45.0
West Gear,1185732,2021-01-10,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,24.0,87,209,94,Online,1185732_2021-01-10_Women's Street Footwear_Online_Milwaukee_87_24.0
West Gear,1185732,2021-08-10,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,41.0,87,357,193,Online,1185732_2021-08-10_Men's Athletic Footwear_Online_Indianapolis_87_41.0
West Gear,1185732,2021-12-09,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,45.0,87,392,196,Online,1185732_2021-12-09_Women's Athletic Footwear_Online_Indianapolis_87_45.0
West Gear,1185732,2021-01-17,Midwest,Indiana,Indianapolis,Women's Street Footwear,25.0,87,218,120,Online,1185732_2021-01-17_Women's Street Footwear_Online_Indianapolis_87_25.0
West Gear,1185732,2021-05-18,Northeast,West Virginia,Charleston,Men's Athletic Footwear,37.0,87,322,164,Online,1185732_2021-05-18_Men's Athletic Footwear_Online_Charleston_87_37.0
West Gear,1185732,2021-07-16,Northeast,West Virginia,Charleston,Men's Apparel,54.0,87,470,254,Online,1185732_2021-07-16_Men's Apparel_Online_Charleston_87_54.0
West Gear,1185732,2021-08-17,Northeast,West Virginia,Charleston,Women's Street Footwear,38.0,87,331,172,Online,1185732_2021-08-17_Women's Street Footwear_Online_Charleston_87_38.0
Sports Direct,1185732,2021-01-07,Northeast,New Jersey,Newark,Men's Athletic Footwear,37.0,87,322,167,Online,1185732_2021-01-07_Men's Athletic Footwear_Online_Newark_87_37.0
Sports Direct,1185732,2021-06-05,Northeast,Connecticut,Hartford,Women's Street Footwear,42.0,87,365,164,Online,1185732_2021-06-05_Women's Street Footwear_Online_Hartford_87_42.0
Foot Locker,1185732,2021-12-03,Northeast,Connecticut,Hartford,Women's Athletic Footwear,53.0,87,461,194,Online,1185732_2021-12-03_Women's Athletic Footwear_Online_Hartford_87_53.0
Foot Locker,1185732,2021-08-07,Northeast,Rhode Island,Providence,Women's Apparel,52.0,87,452,244,Online,1185732_2021-08-07_Women's Apparel_Online_Providence_87_52.0
Sports Direct,1185732,2021-03-13,Northeast,Massachusetts,Boston,Women's Athletic Footwear,34.0,87,296,106,Online,1185732_2021-03-13_Women's Athletic Footwear_Online_Boston_87_34.0
Amazon,1185732,2021-05-17,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,54.0,87,470,254,Online,1185732_2021-05-17_Men's Athletic Footwear_Online_Manchester_87_54.0
Kohl's,1185732,2021-11-14,Northeast,Delaware,Wilmington,Women's Street Footwear,52.0,86,447,228,Online,1185732_2021-11-14_Women's Street Footwear_Online_Wilmington_86_52.0
Sports Direct,1197831,2021-09-02,South,Texas,Dallas,Men's Apparel,34.0,85,289,116,Online,1197831_2021-09-02_Men's Apparel_Online_Dallas_85_34.0
West Gear,1128299,2020-05-11,West,Colorado,Denver,Women's Athletic Footwear,53.0,85,451,207,Online,1128299_2020-05-11_Women's Athletic Footwear_Online_Denver_85_53.0
West Gear,1128299,2020-06-10,West,Washington,Seattle,Women's Athletic Footwear,64.0,85,544,228,Online,1128299_2020-06-10_Women's Athletic Footwear_Online_Seattle_85_64.0
Foot Locker,1185732,2021-06-25,Midwest,Nebraska,Omaha,Women's Apparel,49.0,85,417,258,Online,1185732_2021-06-25_Women's Apparel_Online_Omaha_85_49.0
Amazon,1185732,2021-11-16,Northeast,Maine,Portland,Women's Apparel,56.0,85,476,243,Online,1185732_2021-11-16_Women's Apparel_Online_Portland_85_56.0
Foot Locker,1128299,2021-03-09,West,Hawaii,Honolulu,Women's Apparel,50.0,85,425,234,Online,1128299_2021-03-09_Women's Apparel_Online_Honolulu_85_50.0
Walmart,1128299,2021-09-11,West,Hawaii,Honolulu,Women's Athletic Footwear,62.0,85,527,211,Online,1128299_2021-09-11_Women's Athletic Footwear_Online_Honolulu_85_62.0
Foot Locker,1128299,2021-03-23,Southeast,Virginia,Richmond,Men's Athletic Footwear,45.0,85,383,180,Online,1128299_2021-03-23_Men's Athletic Footwear_Online_Richmond_85_45.0
Foot Locker,1128299,2021-04-24,Southeast,Virginia,Richmond,Women's Street Footwear,57.0,85,485,237,Online,1128299_2021-04-24_Women's Street Footwear_Online_Richmond_85_57.0
West Gear,1128299,2021-02-24,West,Oregon,Portland,Women's Apparel,37.0,85,315,126,Online,1128299_2021-02-24_Women's Apparel_Online_Portland_85_37.0
West Gear,1128299,2021-03-23,West,Oregon,Portland,Men's Athletic Footwear,45.0,85,383,184,Online,1128299_2021-03-23_Men's Athletic Footwear_Online_Portland_85_45.0
West Gear,1128299,2021-04-24,West,Oregon,Portland,Women's Street Footwear,55.0,85,468,224,Online,1128299_2021-04-24_Women's Street Footwear_Online_Portland_85_55.0
West Gear,1128299,2021-05-18,South,Louisiana,New Orleans,Women's Athletic Footwear,44.0,85,374,191,Online,1128299_2021-05-18_Women's Athletic Footwear_Online_New Orleans_85_44.0
Foot Locker,1197831,2021-01-05,South,Louisiana,New Orleans,Men's Apparel,36.0,85,306,113,Online,1197831_2021-01-05_Men's Apparel_Online_New Orleans_85_36.0
Foot Locker,1128299,2021-10-23,West,Arizona,Phoenix,Women's Apparel,56.0,85,476,181,Online,1128299_2021-10-23_Women's Apparel_Online_Phoenix_85_56.0
Kohl's,1128299,2021-01-26,West,Arizona,Phoenix,Women's Athletic Footwear,43.0,85,366,179,Online,1128299_2021-01-26_Women's Athletic Footwear_Online_Phoenix_85_43.0
Walmart,1197831,2021-05-19,South,Arkansas,Little Rock,Men's Apparel,42.0,85,357,168,Online,1197831_2021-05-19_Men's Apparel_Online_Little Rock_85_42.0
West Gear,1197831,2021-07-19,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,41.0,85,349,185,Online,1197831_2021-07-19_Women's Athletic Footwear_Online_Oklahoma City_85_41.0
Kohl's,1197831,2021-10-14,Midwest,Kansas,Wichita,Men's Athletic Footwear,19.0,85,162,74,Online,1197831_2021-10-14_Men's Athletic Footwear_Online_Wichita_85_19.0
Foot Locker,1185732,2021-06-06,Midwest,Iowa,Des Moines,Women's Apparel,51.0,85,434,230,Online,1185732_2021-06-06_Women's Apparel_Online_Des Moines_85_51.0
Foot Locker,1185732,2021-06-15,Northeast,Delaware,Wilmington,Women's Street Footwear,43.0,85,366,194,Online,1185732_2021-06-15_Women's Street Footwear_Online_Wilmington_85_43.0
Foot Locker,1185732,2021-09-13,Northeast,Delaware,Wilmington,Men's Athletic Footwear,47.0,85,400,180,Online,1185732_2021-09-13_Men's Athletic Footwear_Online_Wilmington_85_47.0
Kohl's,1185732,2021-11-14,Northeast,Delaware,Wilmington,Men's Athletic Footwear,53.0,85,451,207,Online,1185732_2021-11-14_Men's Athletic Footwear_Online_Wilmington_85_53.0
Sports Direct,1185732,2021-08-04,Northeast,Connecticut,Hartford,Women's Street Footwear,41.0,85,349,146,Online,1185732_2021-08-04_Women's Street Footwear_Online_Hartford_85_41.0
Sports Direct,1185732,2021-12-06,Northeast,Rhode Island,Providence,Women's Apparel,60.0,85,510,281,Online,1185732_2021-12-06_Women's Apparel_Online_Providence_85_60.0
Amazon,1185732,2021-02-12,Northeast,Vermont,Burlington,Women's Apparel,43.0,85,366,197,Online,1185732_2021-02-12_Women's Apparel_Online_Burlington_85_43.0
Amazon,1185732,2021-09-10,Northeast,Vermont,Burlington,Men's Athletic Footwear,50.0,85,425,255,Online,1185732_2021-09-10_Men's Athletic Footwear_Online_Burlington_85_50.0
Amazon,1185732,2021-07-17,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,53.0,85,451,198,Online,1185732_2021-07-17_Women's Athletic Footwear_Online_Manchester_85_53.0
Foot Locker,1185732,2021-11-18,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,64.0,85,544,218,Online,1185732_2021-11-18_Women's Athletic Footwear_Online_Manchester_85_64.0
Foot Locker,1185732,2021-11-22,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,41.0,85,349,136,Outlet,1185732_2021-11-22_Men's Athletic Footwear_Outlet_Philadelphia_85_41.0
Foot Locker,1185732,2021-12-28,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,47.0,85,400,164,Outlet,1185732_2021-12-28_Men's Athletic Footwear_Outlet_Philadelphia_85_47.0
West Gear,1128299,2020-01-11,West,Nevada,Las Vegas,Women's Athletic Footwear,30.0,85,255,105,Outlet,1128299_2020-01-11_Women's Athletic Footwear_Outlet_Las Vegas_85_30.0
Sports Direct,1197831,2021-08-11,South,Alabama,Birmingham,Men's Apparel,29.0,85,247,96,Outlet,1197831_2021-08-11_Men's Apparel_Outlet_Birmingham_85_29.0
Foot Locker,1128299,2021-04-24,Southeast,Virginia,Richmond,Men's Athletic Footwear,44.0,85,374,153,Outlet,1128299_2021-04-24_Men's Athletic Footwear_Outlet_Richmond_85_44.0
Foot Locker,1128299,2021-05-25,Southeast,Virginia,Richmond,Women's Athletic Footwear,33.0,85,281,107,Outlet,1128299_2021-05-25_Women's Athletic Footwear_Outlet_Richmond_85_33.0
West Gear,1185732,2021-10-11,West,Utah,Salt Lake City,Men's Apparel,20.0,85,170,66,Outlet,1185732_2021-10-11_Men's Apparel_Outlet_Salt Lake City_85_20.0
West Gear,1128299,2021-09-25,West,Oregon,Portland,Women's Apparel,36.0,85,306,98,Outlet,1128299_2021-09-25_Women's Apparel_Outlet_Portland_85_36.0
Foot Locker,1185732,2021-03-16,South,Mississippi,Jackson,Women's Athletic Footwear,15.0,85,128,57,Outlet,1185732_2021-03-16_Women's Athletic Footwear_Outlet_Jackson_85_15.0
West Gear,1197831,2021-02-21,South,Oklahoma,Oklahoma City,Men's Apparel,24.0,85,204,82,Outlet,1197831_2021-02-21_Men's Apparel_Outlet_Oklahoma City_85_24.0
Kohl's,1197831,2021-11-20,South,Oklahoma,Oklahoma City,Men's Apparel,60.0,85,510,204,Outlet,1197831_2021-11-20_Men's Apparel_Outlet_Oklahoma City_85_60.0
Sports Direct,1185732,2021-03-03,Northeast,Connecticut,Hartford,Women's Apparel,29.0,85,247,96,Outlet,1185732_2021-03-03_Women's Apparel_Outlet_Hartford_85_29.0
Sports Direct,1185732,2021-06-05,Northeast,Connecticut,Hartford,Women's Athletic Footwear,35.0,85,298,104,Outlet,1185732_2021-06-05_Women's Athletic Footwear_Outlet_Hartford_85_35.0
Foot Locker,1185732,2021-08-07,Northeast,Rhode Island,Providence,Women's Street Footwear,30.0,85,255,110,Outlet,1185732_2021-08-07_Women's Street Footwear_Outlet_Providence_85_30.0
Sports Direct,1185732,2021-08-14,Northeast,Massachusetts,Boston,Women's Street Footwear,29.0,85,247,76,Outlet,1185732_2021-08-14_Women's Street Footwear_Outlet_Boston_85_29.0
Amazon,1185732,2021-02-12,Northeast,Massachusetts,Boston,Women's Street Footwear,25.0,85,213,85,Outlet,1185732_2021-02-12_Women's Street Footwear_Outlet_Boston_85_25.0
Amazon,1185732,2021-03-10,Northeast,Vermont,Burlington,Women's Street Footwear,23.0,85,196,74,Outlet,1185732_2021-03-10_Women's Street Footwear_Outlet_Burlington_85_23.0
Amazon,1185732,2021-08-11,Northeast,Vermont,Burlington,Women's Athletic Footwear,40.0,85,340,143,Outlet,1185732_2021-08-11_Women's Athletic Footwear_Outlet_Burlington_85_40.0
Amazon,1185732,2021-02-19,Northeast,Vermont,Burlington,Men's Athletic Footwear,37.0,85,315,135,Outlet,1185732_2021-02-19_Men's Athletic Footwear_Outlet_Burlington_85_37.0
Amazon,1185732,2021-04-18,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,38.0,85,323,136,Outlet,1185732_2021-04-18_Men's Athletic Footwear_Outlet_Manchester_85_38.0
Foot Locker,1185732,2021-07-19,Midwest,Illinois,Chicago,Men's Athletic Footwear,41.0,84,344,169,Online,1185732_2021-07-19_Men's Athletic Footwear_Online_Chicago_84_41.0
West Gear,1128299,2020-01-17,West,Nevada,Las Vegas,Women's Athletic Footwear,50.0,84,420,197,Online,1128299_2020-01-17_Women's Athletic Footwear_Online_Las Vegas_84_50.0
Sports Direct,1197831,2021-04-01,South,Tennessee,Knoxville,Men's Apparel,28.0,84,235,106,Online,1197831_2021-04-01_Men's Apparel_Online_Knoxville_84_28.0
Foot Locker,1185732,2021-07-20,Midwest,Nebraska,Omaha,Men's Street Footwear,37.0,84,311,168,Online,1185732_2021-07-20_Men's Street Footwear_Online_Omaha_84_37.0
Amazon,1185732,2021-11-18,Northeast,Maine,Portland,Men's Athletic Footwear,46.0,84,386,185,Online,1185732_2021-11-18_Men's Athletic Footwear_Online_Portland_84_46.0
Amazon,1185732,2021-01-24,West,Alaska,Anchorage,Women's Apparel,52.0,84,437,179,Online,1185732_2021-01-24_Women's Apparel_Online_Anchorage_84_52.0
Amazon,1185732,2021-04-21,West,Alaska,Anchorage,Women's Apparel,49.0,84,412,181,Online,1185732_2021-04-21_Women's Apparel_Online_Anchorage_84_49.0
Amazon,1185732,2021-05-20,West,Alaska,Anchorage,Women's Street Footwear,53.0,84,445,178,Online,1185732_2021-05-20_Women's Street Footwear_Online_Anchorage_84_53.0
Amazon,1185732,2021-06-22,West,Alaska,Anchorage,Men's Apparel,60.0,84,504,181,Online,1185732_2021-06-22_Men's Apparel_Online_Anchorage_84_60.0
Amazon,1185732,2021-09-20,West,Alaska,Anchorage,Women's Apparel,64.0,84,538,220,Online,1185732_2021-09-20_Women's Apparel_Online_Anchorage_84_64.0
Walmart,1128299,2021-04-17,Southeast,Florida,Orlando,Women's Athletic Footwear,52.0,84,437,197,Online,1128299_2021-04-17_Women's Athletic Footwear_Online_Orlando_84_52.0
West Gear,1128299,2021-04-24,West,Oregon,Portland,Women's Apparel,59.0,84,496,223,Online,1128299_2021-04-24_Women's Apparel_Online_Portland_84_59.0
West Gear,1128299,2021-03-16,South,Louisiana,New Orleans,Women's Athletic Footwear,50.0,84,420,231,Online,1128299_2021-03-16_Women's Athletic Footwear_Online_New Orleans_84_50.0
Sports Direct,1185732,2021-07-08,Midwest,North Dakota,Fargo,Men's Athletic Footwear,44.0,84,370,159,Online,1185732_2021-07-08_Men's Athletic Footwear_Online_Fargo_84_44.0
West Gear,1185732,2021-08-03,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,43.0,84,361,170,Online,1185732_2021-08-03_Men's Athletic Footwear_Online_Milwaukee_84_43.0
West Gear,1185732,2021-01-10,Midwest,Wisconsin,Milwaukee,Women's Apparel,32.0,84,269,134,Online,1185732_2021-01-10_Women's Apparel_Online_Milwaukee_84_32.0
West Gear,1185732,2021-07-09,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,49.0,84,412,206,Online,1185732_2021-07-09_Men's Athletic Footwear_Online_Indianapolis_84_49.0
West Gear,1185732,2021-12-09,Midwest,Indiana,Indianapolis,Men's Apparel,54.0,84,454,195,Online,1185732_2021-12-09_Men's Apparel_Online_Indianapolis_84_54.0
Foot Locker,1185732,2021-10-17,Northeast,West Virginia,Charleston,Women's Apparel,47.0,84,395,197,Online,1185732_2021-10-17_Women's Apparel_Online_Charleston_84_47.0
Foot Locker,1185732,2021-06-22,Northeast,Maryland,Baltimore,Women's Apparel,53.0,84,445,200,Online,1185732_2021-06-22_Women's Apparel_Online_Baltimore_84_53.0
Foot Locker,1185732,2021-09-13,Northeast,Delaware,Wilmington,Women's Apparel,58.0,84,487,263,Online,1185732_2021-09-13_Women's Apparel_Online_Wilmington_84_58.0
Kohl's,1185732,2021-11-14,Northeast,Delaware,Wilmington,Women's Athletic Footwear,51.0,84,428,227,Online,1185732_2021-11-14_Women's Athletic Footwear_Online_Wilmington_84_51.0
Sports Direct,1185732,2021-02-05,Northeast,Connecticut,Hartford,Women's Apparel,39.0,84,328,147,Online,1185732_2021-02-05_Women's Apparel_Online_Hartford_84_39.0
Foot Locker,1185732,2021-11-04,Northeast,Connecticut,Hartford,Men's Athletic Footwear,51.0,84,428,223,Online,1185732_2021-11-04_Men's Athletic Footwear_Online_Hartford_84_51.0
Amazon,1185732,2021-12-13,Northeast,Massachusetts,Boston,Men's Apparel,62.0,84,521,203,Online,1185732_2021-12-13_Men's Apparel_Online_Boston_84_62.0
Foot Locker,1185732,2021-10-19,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,62.0,84,521,276,Online,1185732_2021-10-19_Men's Athletic Footwear_Online_Manchester_84_62.0
Foot Locker,1185732,2021-01-24,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,50.0,84,420,197,Online,1185732_2021-01-24_Men's Athletic Footwear_Online_Manchester_84_50.0
Foot Locker,1185732,2021-06-02,West,California,Los Angeles,Women's Street Footwear,32.0,83,266,125,Online,1185732_2021-06-02_Women's Street Footwear_Online_Los Angeles_83_32.0
Foot Locker,1185732,2020-01-01,Northeast,Pennsylvania,Philadelphia,Women's Apparel,68.0,83,564,243,Online,1185732_2020-01-01_Women's Apparel_Online_Philadelphia_83_68.0
Sports Direct,1197831,2021-03-20,South,Tennessee,Knoxville,Men's Apparel,37.0,83,307,126,Online,1197831_2021-03-20_Men's Apparel_Online_Knoxville_83_37.0
Amazon,1185732,2021-10-22,West,Alaska,Anchorage,Women's Apparel,73.0,83,606,242,Online,1185732_2021-10-22_Women's Apparel_Online_Anchorage_83_73.0
Amazon,1185732,2021-11-21,West,Alaska,Anchorage,Men's Apparel,69.0,83,573,200,Online,1185732_2021-11-21_Men's Apparel_Online_Anchorage_83_69.0
Walmart,1128299,2021-10-10,West,Hawaii,Honolulu,Women's Athletic Footwear,50.0,83,415,154,Online,1128299_2021-10-10_Women's Athletic Footwear_Online_Honolulu_83_50.0
Foot Locker,1185732,2021-04-18,Midwest,Missouri,St. Louis,Women's Street Footwear,18.0,83,149,73,Online,1185732_2021-04-18_Women's Street Footwear_Online_St. Louis_83_18.0
Foot Locker,1185732,2021-09-19,Midwest,Missouri,St. Louis,Women's Athletic Footwear,14.0,83,116,62,Online,1185732_2021-09-19_Women's Athletic Footwear_Online_St. Louis_83_14.0
West Gear,1185732,2021-10-11,West,Utah,Salt Lake City,Men's Apparel,29.0,83,241,120,Online,1185732_2021-10-11_Men's Apparel_Online_Salt Lake City_83_29.0
West Gear,1128299,2021-04-24,West,Oregon,Portland,Men's Athletic Footwear,54.0,83,448,220,Online,1128299_2021-04-24_Men's Athletic Footwear_Online_Portland_83_54.0
West Gear,1128299,2021-05-25,West,Oregon,Portland,Women's Athletic Footwear,49.0,83,407,195,Online,1128299_2021-05-25_Women's Athletic Footwear_Online_Portland_83_49.0
Kohl's,1128299,2021-03-25,West,New Mexico,Albuquerque,Women's Athletic Footwear,50.0,83,415,191,Online,1128299_2021-03-25_Women's Athletic Footwear_Online_Albuquerque_83_50.0
Amazon,1185732,2021-05-23,Southeast,Kentucky,Louisville,Women's Apparel,51.0,83,423,216,Online,1185732_2021-05-23_Women's Apparel_Online_Louisville_83_51.0
Amazon,1185732,2021-10-22,Southeast,Kentucky,Louisville,Men's Athletic Footwear,41.0,83,340,170,Online,1185732_2021-10-22_Men's Athletic Footwear_Online_Louisville_83_41.0
Amazon,1185732,2021-10-22,Southeast,Kentucky,Louisville,Women's Apparel,53.0,83,440,220,Online,1185732_2021-10-22_Women's Apparel_Online_Louisville_83_53.0
Walmart,1197831,2021-10-21,South,Arkansas,Little Rock,Men's Apparel,27.0,83,224,105,Online,1197831_2021-10-21_Men's Apparel_Online_Little Rock_83_27.0
Kohl's,1197831,2021-06-14,Midwest,Kansas,Wichita,Men's Apparel,54.0,83,448,215,Online,1197831_2021-06-14_Men's Apparel_Online_Wichita_83_54.0
Foot Locker,1197831,2021-11-13,Midwest,Kansas,Wichita,Women's Athletic Footwear,54.0,83,448,215,Online,1197831_2021-11-13_Women's Athletic Footwear_Online_Wichita_83_54.0
Foot Locker,1185732,2021-01-12,Midwest,Kansas,Wichita,Women's Street Footwear,27.0,83,224,99,Online,1185732_2021-01-12_Women's Street Footwear_Online_Wichita_83_27.0
West Gear,1185732,2021-12-05,Midwest,Iowa,Des Moines,Women's Street Footwear,47.0,83,390,164,Online,1185732_2021-12-05_Women's Street Footwear_Online_Des Moines_83_47.0
West Gear,1185732,2021-10-10,Midwest,Indiana,Indianapolis,Women's Apparel,48.0,83,398,211,Online,1185732_2021-10-10_Women's Apparel_Online_Indianapolis_83_48.0
West Gear,1185732,2021-11-10,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,34.0,83,282,141,Online,1185732_2021-11-10_Women's Athletic Footwear_Online_Indianapolis_83_34.0
Sports Direct,1185732,2021-08-21,Northeast,Maryland,Baltimore,Men's Athletic Footwear,41.0,83,340,170,Online,1185732_2021-08-21_Men's Athletic Footwear_Online_Baltimore_83_41.0
Sports Direct,1185732,2021-12-06,Northeast,New Jersey,Newark,Women's Athletic Footwear,47.0,83,390,199,Online,1185732_2021-12-06_Women's Athletic Footwear_Online_Newark_83_47.0
Sports Direct,1185732,2021-12-06,Northeast,New Jersey,Newark,Men's Apparel,55.0,83,457,205,Online,1185732_2021-12-06_Men's Apparel_Online_Newark_83_55.0
Sports Direct,1185732,2021-09-03,Northeast,Connecticut,Hartford,Women's Apparel,54.0,83,448,220,Online,1185732_2021-09-03_Women's Apparel_Online_Hartford_83_54.0
Sports Direct,1185732,2021-04-14,Northeast,Massachusetts,Boston,Women's Apparel,39.0,83,324,142,Online,1185732_2021-04-14_Women's Apparel_Online_Boston_83_39.0
Amazon,1185732,2021-11-14,Northeast,Massachusetts,Boston,Women's Street Footwear,50.0,83,415,149,Online,1185732_2021-11-14_Women's Street Footwear_Online_Boston_83_50.0
Amazon,1185732,2021-02-19,Northeast,New Hampshire,Manchester,Men's Apparel,56.0,83,465,200,Online,1185732_2021-02-19_Men's Apparel_Online_Manchester_83_56.0
Foot Locker,1185732,2021-02-22,Northeast,New Hampshire,Manchester,Women's Street Footwear,43.0,83,357,143,Online,1185732_2021-02-22_Women's Street Footwear_Online_Manchester_83_43.0
